"Name","Gal.long","Gal.lat","R.sol.kpc","R.GC.kpc","m.H.metal","Mv","r.core.pc","r.tidal.pc","conc","log.t.rad","log.rho.cen","s0.km.s","V.esc.km.s","VHB.magl","E.B.V.mag","B.V.mag","Ellipt","V.t.mag","Cent.surf.bright"
"NGC_1904",0.374240639876187,-1.09631138678686,-0.207389186081885,0.241280528722601,-0.235543982356318,-0.507839283133304,-0.457065884809526,-0.0695691355646311,0.561608400885452,-0.403524536443536,0.555607103011296,0.163969202811502,0.226822202177066,-0.406059576978084,-0.754044309347238,-0.403331450752453,-0.590705504245999,-1.07929735239776,-0.998656534121771
"NGC_2298",0.496127950751397,-0.608881257968751,-0.326475945277343,0.084463378633727,-1.35912317347731,0.433722198567903,-0.324804693732754,-0.496564138523169,-0.697147958319799,0.026316817594143,-0.153482625141242,-0.551692103996419,-0.573242411285477,-0.406059576978084,-0.423165164648599,-0.403331450752453,-0.123857605729,-1.40508115281351,-0.165909101115875
"NGC_2419",0.0638254557668229,0.898352086390106,3.68277828096973,4.03815637481382,-1.17185997495715,-1.71841833103486,1.83546142718786,6.40961590932797,-0.337503284261156,2.06806324927312,-1.18488586609039,-0.1795482244563,-0.217658138635458,1.2638835499435,-0.754044309347238,-0.478267905834115,0.2429514573915,-0.753513551982011,0.304774230583111
"AM_2",0.512688726685529,-0.238741287584382,2.01060170393351,2.23713516621736,0.00789817571989798,0.366467807017817,5.11994767226104,1.47397801798735,0.00415915609455565,2.39044426480138,-2.21628910703953,-1.18147405398739,-1.18867672933359,1.49689886997907,0.0731535523993589,0.00132540668851926,1.476763760615,-1.40508115281351,2.11509473711767
"NGC_2808",0.738312738012139,-0.43495566477728,-0.381057376575261,-0.134130224520461,-0.235543982356318,-1.65116393948477,-0.457065884809526,-0.104046992946376,0.381786063856131,-0.0811435209152764,0.942383318367225,2.45408538459685,2.45606206532911,-0.406059576978084,-0.423165164648599,-0.25345854058913,-1.1575922381595,-0.427729751566259,-1.39692704555937
"E_3",0.805085786578558,-0.718863618369239,-0.440600756172989,-0.224418886692843,0.700772010244513,1.9133188126698,0.380588325343365,-0.475346995519018,0.00415915609455565,0.671078848650663,-1.507199378887,-1.29597986307666,-1.27073463840667,-0.406059576978084,-0.25772559229928,-0.103585630425807,0.5764142420465,0.223837849265244,1.46337935476523
"UKS_2",0.697308256799229,-0.133874385807172,-0.405867118074314,-0.119874119966927,1.82435120136551,1.9133188126698,-0.170499970809853,-0.897037712726519,0.00415915609455565,0.133777156103564,-0.733646948175136,-1.12422114944276,-1.14764777479705,0.215314609783435,0.404032697097997,0.346033100064162,1.14330097596,-1.40508115281351,1.31855371424246
"Pal_3",0.459760486800044,1.50599549285526,3.50911009047635,3.66274562157076,-0.61007037939665,0.702739764768248,2.03385321380302,1.74980087704131,-1.05679263237844,1.53076155672602,-1.95843829680225,-1.23872695853202,-1.21602936569128,1.2638835499435,-0.588604736997918,-0.403331450752453,1.4434174821495,-0.753513551982011,1.46337935476523
"NGC_3201",0.705456158558822,0.291804849629936,-0.604345050066743,-0.233922956395199,-0.422807180876484,-0.306076108483046,-0.258674098194368,0.246035866622114,0.0221413897974878,0.241237494612984,-0.153482625141242,-0.322680485817884,-0.320230524976809,-0.949761990394411,-0.423165164648599,-0.25345854058913,-0.990860845831999,1.2011892505125,-0.165909101115875
"ESO_093-SC?08",0.813299931441887,-0.171509545678435,2.0999167733301,2.00428545850964,0.00789817571989798,0.0974502408174718,-0.368891757425011,0.858680870866974,0.00415915609455565,-0.188603859424696,-0.0890199225819202,-0.63757146081337,-0.5800805703749,1.84642185003242,0.569472269447317,0.00132540668851926,1.6434951529425,-1.40508115281351,0.59442551162864
"Pal_4",0.20903033915729,2.59960746853188,3.77705529866613,3.88609125957613,0.138982414684014,0.904502939418507,2.60698504180237,1.08146087241056,0.00415915609455565,1.74568223374486,-2.08736370192089,-1.26735341080434,-1.2502201611384,1.2638835499435,-0.754044309347238,-0.328394995670792,1.543456317546,-1.40508115281351,1.53579217502661
"NGC_4147",0.543955471649169,2.79655262552811,0.0059745908099762,0.260288668127313,-0.61007037939665,0.702739764768248,-0.457065884809526,-0.178306993460905,0.381786063856131,-0.725905551971795,0.104368185096044,-0.752077269902637,-0.682652956716252,-0.13420837026992,-0.754044309347238,-0.403331450752453,0.209605178926,-0.753513551982011,-0.419353972030713
"NGC_4372",0.862916016140546,-0.384897248249483,-0.609306998366554,-0.324211618567581,-0.797333577916816,-0.373330500033132,0.226283602420464,0.0577337224602746,-0.87697029534912,0.993459864178922,-0.669184245615815,-0.408559842634835,-0.484346343122972,-0.677910783686247,0.0731535523993589,-0.103585630425807,-0.790783175038999,1.52697305092825,0.485806281236566
"Rup_106",0.862187341999444,0.40251798983375,0.472397730992185,0.431361922769721,0.00789817571989798,0.0301958492673857,1.0198507488811,1.22202444481306,0.00415915609455565,1.4233012182166,-1.37827397376835,-0.952462435808855,-0.949341161203766,0.487165816491599,-0.423165164648599,0.00132540668851926,0.4430291281845,-1.40508115281351,0.992696023066243
"NGC_4590",0.853840710928642,1.29333857008754,-0.37609542827545,-0.205410747288131,-0.984596776436982,-0.171567325382873,-0.236630566348239,1.03372230065122,0.0221413897974878,0.241237494612984,-0.282408030259885,-0.551692103996419,-0.518537138570089,-0.639074897013653,-0.754044309347238,-0.403331450752453,-0.624051782711499,-0.101945951150507,-0.202115511246566
"NGC_4833",0.880139223112043,-0.316569336638548,-0.564649463668258,-0.333715688269937,-1.17185997495715,-0.507839283133304,-0.170499970809853,-0.247262708224395,-0.87697029534912,0.563618510141242,-0.0890199225819202,0.163969202811502,0.0285155885837861,-0.677910783686247,-0.25772559229928,-0.25345854058913,-0.857475731969999,-0.427729751566259,-0.238321921377257
"NGC_5024",1.07469521878622,2.89045783025544,0.0655179704077049,0.227024424169067,-0.984596776436982,-1.24763759018425,-0.126412907117595,1.98584159296249,0.201963726826809,0.671078848650663,-0.0890199225819202,0.278475011900769,0.288365633981877,-0.13420837026992,-0.754044309347238,-0.478267905834115,-0.724090618107999,1.2011892505125,-0.600386022684169
"NGC_5053",1.09264709989882,2.86086124822075,-0.0684546336871847,0.108223552889617,-1.17185997495715,0.635485373218162,1.87954849088012,0.543075868680228,-1.41643730643708,1.63822189523544,-1.76505018912428,-1.15284760171507,-1.15448593388647,-0.250716030287703,-0.754044309347238,-0.478267905834115,0.1095663435295,-0.101945951150507,1.20993448385039
"NGC_5139",0.916572930167133,0.523096657382459,-0.594421153467122,-0.352723827674649,-0.422807180876484,-2.25645346343555,0.270370666112722,0.598770869066124,-0.697147958319799,1.53076155672602,-0.0245572200225989,2.3682060277799,1.99790540633774,-1.0662696504122,-0.588604736997918,-0.328394995670792,-2.0245954782625,-0.753513551982011,-0.817624483468316
"NGC_5272",-0.851323022353295,2.85209189058085,-0.336399841876964,-0.086609876008681,0.138982414684014,-1.44940076483451,-0.324804693732754,1.96992873570938,0.561608400885452,0.241237494612984,0.362218995333331,0.765124700530155,0.842256520225175,-0.600239010341058,-0.754044309347238,-0.328394995670792,-1.2242847950905,-0.753513551982011,-0.998656534121771
"NGC_5286",0.933199949205001,0.362325100650847,-0.371133479975639,-0.319459583716403,-0.422807180876484,-0.911365632433822,-0.479109416655655,-0.247262708224395,0.381786063856131,-0.296064197934115,0.813457913248582,1.02276277098101,1.0542394519973,-0.406059576978084,-0.423165164648599,-0.25345854058913,-0.824129453504499,1.2011892505125,-1.10727576451385
"AM_4",0.990632720144569,1.2005295350652,0.651027869785371,0.531154654644459,-1.54638637199748,3.59467860142196,0.138109475035949,-0.21278485084265,0.00415915609455565,0.026316817594143,-2.02290099936157,-1.49636502898287,-1.42801229746341,0.370658156473814,-0.588604736997918,-0.478267905834115,2.1103430514595,-1.40508115281351,2.07888832698698
"NGC_5466",-0.851852967183187,2.66501226092952,-0.0684546336871847,0.093967448336083,-0.984596776436982,-0.0370585422827003,0.99780721703497,1.4103265889749,-0.87697029534912,1.31584087970718,-1.31381127120903,-0.923835983536538,-0.935664843024919,-0.250716030287703,-0.754044309347238,-0.478267905834115,-0.2238964411255,0.223837849265244,0.703044742020713
"NGC_5634",1.13590384663877,1.77601863018404,0.388044609895402,0.298304946936737,-0.797333577916816,-0.507839283133304,-0.236630566348239,0.320295867136643,-0.157680947231834,0.348697833122403,-0.0890199225819202,-0.122295319911667,-0.128762070472953,0.215314609783435,-0.588604736997918,-0.403331450752453,-0.0905113272634996,1.2011892505125,-0.455560382161404
"NGC_5694",1.06204278597255,1.08543171604144,0.700647352783478,0.521650584942103,-0.984596776436982,-1.04587441553399,-0.501152948501784,2.51627016806627,1.46072008603206,-0.725905551971795,0.74899521068926,0.135342750539185,0.377261702144382,0.448329929819003,-0.588604736997918,-0.403331450752453,-0.1572038841945,0.875405450096748,-1.03486294425246
"IC_4499",0.90498038701324,-0.771845154110338,0.0407082289086513,0.0226869255684131,-0.797333577916816,-0.373330500033132,0.843502494112069,1.06289587228193,-0.87697029534912,1.4233012182166,-1.12042316353107,-0.666197913085686,-0.716843752163369,0.176478723110839,-0.423165164648599,-0.25345854058913,-0.0571650487979998,-0.753513551982011,0.666838331890022
"NGC_5824",1.07197925153302,0.782523487563013,0.368196816696159,0.170000005954931,-1.17185997495715,-1.71841833103486,-0.523196480347913,2.63826874034014,1.46072008603206,-0.725905551971795,1.07130872348587,1.28040084143186,1.64232113368772,0.292986383128624,-0.588604736997918,-0.403331450752453,-0.590705504245999,-0.101945951150507,-1.43313345569007
"Pal_5",-1.12537074251131,1.65142067371704,0.209414471102216,0.098719483187261,-0.0482807838361515,1.37528368026911,3.35646512457074,1.86384302068863,0.00415915609455565,1.74568223374486,-2.47413991727682,-1.38185921989361,-1.3391162293009,0.0599710630930545,-0.754044309347238,-0.328394995670792,0.709799355908499,0.223837849265244,2.0064755067256
"NGC_5897",1.14080583631528,1.0828739867298,-0.266932565679614,-0.366979932228183,-0.235543982356318,0.0301958492673857,0.358544793497237,-0.0960905643198198,-0.697147958319799,0.993459864178922,-0.991497758412422,-0.809330174447271,-0.81941613850472,-0.367223690305488,-0.588604736997918,-0.328394995670792,-0.323935276522,-0.101945951150507,0.485806281236566
"NGC_5904",-1.10543156828661,1.686132714375,-0.475334394271665,-0.371731967079361,-0.422807180876484,-1.18038319863417,-0.39093528927114,0.556336583057822,0.381786063856131,0.026316817594143,0.491144400451974,0.822377605074789,0.883285474761716,-0.833254330376627,-0.754044309347238,-0.403331450752453,-1.324323630487,1.52697305092825,-1.07106935438315
"NGC_5927",1.03256460480979,0.153687466801415,-0.415791014673936,-0.443012489847031,1.26256160580501,-0.709602457783563,-0.346848225578883,-0.204828422216094,-0.157680947231834,0.241237494612984,0.233293590214688,0.392980820990037,0.349909065786688,-0.211880143615109,-0.0922860199499604,0.0462872797375161,-0.524012947314999,-0.753513551982011,-0.383147561900022
"NGC_5946",1.03899018587223,0.129206343390011,-0.395943221474693,-0.443012489847031,0.138982414684014,-0.0370585422827003,-0.523196480347913,-0.438216995261754,0.381786063856131,-0.725905551971795,0.74899521068926,0.106716298266868,0.158440611282832,-0.0177007102521349,0.238593124748678,0.0462872797375161,-0.0571650487979998,1.2011892505125,-0.491766792292095
"BH_176",1.0445546065861,0.134687191914952,3.39994722788051,3.03547702121526,0.00789817571989798,-0.642348066233477,1.83546142718786,2.93000445664721,0.00415915609455565,1.85314257225428,-1.507199378887,-0.809330174447271,-0.812577979415297,2.07943717006799,0.404032697097997,0.00132540668851926,1.476763760615,-1.40508115281351,1.5719985851573
"NGC_5986",1.10158991890325,0.460980374099791,-0.331437893577153,-0.462020629251743,-0.61007037939665,-0.911365632433822,-0.280717630040497,-0.127916278826046,-0.337503284261156,0.348697833122403,0.233293590214688,0.593365986896254,0.520863043022274,-0.289551916960299,-0.25772559229928,-0.25345854058913,-0.724090618107999,1.2011892505125,-0.600386022684169
"Pal_14",-0.94048623998266,1.51732257980681,2.8839046047002,2.63630609371631,0.138982414684014,1.50979246336928,3.04785567872494,1.57475944725707,0.00415915609455565,1.63822189523544,-2.47413991727682,-1.38185921989361,-1.34595438839033,1.10854000325312,-0.754044309347238,-0.328394995670792,1.676841431408,1.2011892505125,2.0064755067256
"NGC_6093",1.20519413314718,0.687156723229035,-0.455486601072422,-0.538053186870591,-1.54638637199748,-0.575093674683391,-0.56728354404017,-0.568171996162179,0.741430737914774,-1.15574690600947,1.32915953372315,0.99413631870869,1.13629736107038,-0.561403123668462,-0.423165164648599,-0.328394995670792,-0.757436896573499,-0.427729751566259,-1.46933986582076
"NGC_6101",0.973873214899228,-0.602304239738821,-0.0535687887877525,-0.134130224520461,-0.61007037939665,0.0301958492673857,0.204240070574336,0.824203013485228,-0.517325621290477,0.885999525669502,-0.862572353293779,-0.780703722174954,-0.785225343057603,-0.173044256942514,-0.754044309347238,-0.403331450752453,-0.1572038841945,0.549621649680996,0.340980640713802
"NGC_6121",1.19399904861571,0.559635647548734,-0.748241550761255,-0.362227897377005,0.513508811724346,0.0301958492673857,-0.435022352963398,-0.440869138137273,-0.157680947231834,-0.403524536443536,0.362218995333331,-0.122295319911667,-0.115085752294106,-1.49346440381074,-0.0922860199499604,-0.0286491753441454,-1.2909773520215,0.549621649680996,-0.419353972030713
"NGC_6144",1.20029214347068,0.54977012020384,-0.381057376575261,-0.547557256572947,-0.797333577916816,0.0974502408174718,0.138109475035949,-0.279088422730622,-0.87697029534912,0.778539187160083,-0.733646948175136,-0.72345081763032,-0.751034547610486,-0.289551916960299,-0.25772559229928,-0.25345854058913,-0.19055016266,-1.07929735239776,0.522012691367257
"NGC_6139",1.13696373629856,0.229688566347268,-0.450524652772611,-0.547557256572947,-0.422807180876484,-0.642348066233477,-0.501152948501784,-0.361304851871707,0.0221413897974878,-0.403524536443536,0.877920615807903,1.10864212779796,1.06107761108673,0.09880694976565,0.404032697097997,0.121223734819178,-0.2238964411255,-1.07929735239776,-0.600386022684169
"Ter_3",1.15491561741116,0.311901294221387,0.497207472491238,0.217520354466711,0.00789817571989798,0.568230981668076,0.843502494112069,0.450250868037068,0.00415915609455565,1.20838054119776,-1.44273667632767,-1.06696824489812,-1.07242802481339,0.603673476509383,-0.25772559229928,0.00132540668851926,0.809838191304999,-1.40508115281351,1.20993448385039
"NGC_6171",-1.1086774803697,0.816870138319312,-0.544801670469015,-0.500036908061167,0.888035208764679,0.0974502408174718,-0.324804693732754,-0.0430477068094424,-0.517325621290477,0.026316817594143,-0.0245572200225989,-0.351306938090201,-0.38177395678162,-0.639074897013653,-0.25772559229928,-0.0286491753441454,-0.4906666688495,-1.40508115281351,-0.0934962808544922
"ESO_452-SC-11",1.2001596572632,0.418229755605248,-0.341361790176775,-0.552309291424125,0.700772010244513,1.98057320421989,-0.346848225578883,-0.867864141095811,0.00415915609455565,-0.403524536443536,-0.540258840497171,-1.12422114944276,-1.12029513843935,-0.211880143615109,-0.25772559229928,-0.103585630425807,0.809838191304999,-1.40508115281351,0.630631921759331
"NGC_6205",-0.740100851179667,1.47091806229564,-0.500144135770718,-0.262435165502267,-0.422807180876484,-1.11312880708408,-0.236630566348239,0.328252295763199,-0.337503284261156,0.563618510141242,0.168830887655366,0.650618891440888,0.575568315737661,-0.872090217049222,-0.754044309347238,-0.403331450752453,-1.324323630487,1.2011892505125,-0.817624483468316
"NGC_6218",-1.02686724725509,0.937448805868021,-0.589459205167311,-0.447764524698209,-0.984596776436982,-0.306076108483046,-0.21458703450211,-0.398434852128971,-0.697147958319799,0.456158171631823,-0.0890199225819202,-0.0936688676393496,-0.16295286592007,-0.910926103721816,-0.423165164648599,-0.328394995670792,-0.957514567366499,0.875405450096748,-0.274528331507948
"NGC_6229",-0.643187190413128,1.44899466819588,0.71553319768291,0.783012501756893,-0.0482807838361515,-0.709602457783563,-0.258674098194368,0.227470866493482,-0.157680947231834,0.348697833122403,0.0399054825367227,0.163969202811502,0.131087974925138,0.33182226980122,-0.754044309347238,-0.403331450752453,-0.0905113272634996,0.549621649680996,-0.672798842945551
"NGC_6235",1.24659607298251,0.470115121641359,-0.381057376575261,-0.576069465680015,-0.422807180876484,0.635485373218162,-0.457065884809526,-0.562867710411141,-0.157680947231834,-0.510984874952955,0.168830887655366,-0.580318556268736,-0.55956609310663,-0.211880143615109,-0.0922860199499604,-0.103585630425807,0.1095663435295,1.52697305092825,-0.0934962808544922
"NGC_6254",-1.03070934727181,0.819062477729289,-0.629154791565797,-0.433508420144675,-0.235543982356318,-0.306076108483046,-0.412978821117269,-0.316218422987886,0.201963726826809,-0.188603859424696,0.297756292774009,-0.0364159630947159,-0.0261896841316013,-0.988597877067007,-0.25772559229928,-0.178522085507468,-1.0242071242975,0.223837849265244,-0.491766792292095
"NGC_6256",1.17286749852375,0.0970520320436884,-0.400905169774504,-0.590325570233549,-0.422807180876484,0.50097659011799,-0.39093528927114,-0.671605568307415,-0.337503284261156,-0.188603859424696,-0.0245572200225989,-0.551692103996419,-0.55956609310663,0.370658156473814,0.734911841796636,0.271096644982501,0.543067963580999,1.52697305092825,0.59442551162864
"Pal_15",-1.00600066957809,0.863640045732144,2.6060354999108,2.27515144502678,0.138982414684014,1.10626611406877,5.42855711810684,1.74449659129028,0.00415915609455565,2.17552358778254,-2.53860261983614,-1.35323276762129,-1.32543991112205,1.14737588992571,-0.588604736997918,-0.25345854058913,1.543456317546,-1.40508115281351,2.11509473711767
"NGC_6266",1.2112222555872,0.243573382610452,-0.549763618768825,-0.542805221721769,0.138982414684014,-1.11312880708408,-0.523196480347913,-0.655692711054301,0.201963726826809,-0.510984874952955,1.20023412860451,2.22507376641831,2.16885938357332,-0.483731350323273,0.0731535523993589,-0.0286491753441454,-0.990860845831999,1.2011892505125,-1.2883078151673
"NGC_6273",1.23301623671652,0.31884370235298,-0.326475945277343,-0.566565395977659,-1.92091276903781,-1.71841833103486,-0.258674098194368,0.283165866879379,-0.157680947231834,0.671078848650663,0.426681697892652,1.96743569596746,1.8132751109233,-0.0953724835973244,-0.0922860199499604,-0.25345854058913,-0.957514567366499,-0.427729751566259,-0.781418073337625
"NGC_6284",1.24282021606953,0.339305536846094,-0.341361790176775,-0.580821500531193,0.138982414684014,-0.0370585422827003,-0.501152948501784,-0.35334842324515,0.381786063856131,-0.725905551971795,0.684532508129939,0.0208369414499176,0.0763827022097503,-0.250716030287703,-0.25772559229928,-0.178522085507468,-0.257242719590999,0.223837849265244,-0.745211663206934
"NGC_6287",-1.13014024598034,0.378767646225671,-0.495182187470907,-0.580821500531193,-0.61007037939665,0.299213415467731,-0.457065884809526,-0.613258425046,-0.157680947231834,-0.510984874952955,0.362218995333331,-0.294054033545568,-0.286039729529692,-0.289551916960299,0.0731535523993589,-0.0286491753441454,-0.0905113272634996,-1.07929735239776,-0.165909101115875
"NGC_6293",1.23798446949676,0.262208267595253,-0.470372445971854,-0.609333709638261,-0.984596776436982,-0.23882171693296,-0.523196480347913,-0.271131994104065,0.741430737914774,-0.940826228990635,0.877920615807903,0.221222107356136,0.322556429428994,-0.444895463650678,-0.0922860199499604,-0.178522085507468,-0.4906666688495,0.223837849265244,-0.853830893599007
"NGC_6304",1.22612695392792,0.172322351786216,-0.554725567068636,-0.547557256572947,1.63708800284534,-0.104312933832787,-0.501152948501784,-0.562867710411141,0.381786063856131,-0.725905551971795,0.74899521068926,0.192595655083819,0.219984043087642,-0.406059576978084,0.0731535523993589,0.196160189900839,-0.423974111918499,0.549621649680996,-0.564179612553478
"NGC_6316",1.23506977293235,0.186937947852726,-0.217313082681507,-0.485780803507633,1.44982480432518,-0.978620023983908,-0.457065884809526,0.283165866879379,0.741430737914774,-0.296064197934115,0.684532508129939,0.593365986896254,0.698655179347283,0.215314609783435,0.0731535523993589,0.121223734819178,-0.2905889980565,0.223837849265244,-0.600386022684169
"NGC_6325",-1.12457582526647,0.26841989592352,-0.544801670469015,-0.552309291424125,-1.17185997495715,0.635485373218162,-0.523196480347913,-0.668953425431896,-0.157680947231834,-0.833365890481214,0.620069805570617,-0.294054033545568,-0.279201570440269,0.0211351764204605,0.734911841796636,0.196160189900839,0.3096440143225,0.549621649680996,0.0513293596682726
"NGC_6341",-0.678296035393487,1.24985717178967,-0.470372445971854,-0.219666851841665,-0.984596776436982,-0.709602457783563,-0.457065884809526,-0.157089850456754,0.201963726826809,-0.296064197934115,0.684532508129939,0.765124700530155,0.760198611152094,-0.833254330376627,-0.754044309347238,-0.478267905834115,-1.0908996812285,1.52697305092825,-1.21589499490592
"NGC_6333",-1.09430272685888,0.367440559274126,-0.480296342571475,-0.580821500531193,-0.797333577916816,-0.575093674683391,-0.412978821117269,-0.249914851099914,-0.337503284261156,-0.0811435209152764,0.491144400451974,0.593365986896254,0.51402488393285,-0.444895463650678,-0.0922860199499604,-0.178522085507468,-0.657398061177,-1.07929735239776,-0.672798842945551
"NGC_6342",-1.09854228549801,0.331632348911176,-0.276856462279235,-0.523797082317057,1.07529840728484,0.0301958492673857,-0.501152948501784,-0.361304851871707,0.741430737914774,-0.833365890481214,0.555607103011296,-0.294054033545568,-0.18346734318834,0.0599710630930545,0.0731535523993589,0.121223734819178,0.0762200650640003,-0.101945951150507,-0.419353972030713
"NGC_6356",-1.08648604061797,0.349536454092651,-0.0237970989888882,-0.290947374609335,0.326245613204181,-1.24763759018425,-0.302761161886625,0.333556581514237,-0.157680947231834,0.456158171631823,0.297756292774009,0.99413631870869,0.93115258838768,0.176478723110839,-0.25772559229928,-0.103585630425807,-0.4906666688495,1.2011892505125,-0.672798842945551
"NGC_6355",1.25103436093286,0.174514691196192,-0.500144135770718,-0.599829639935905,0.138982414684014,0.0974502408174718,-0.523196480347913,-0.727300568693311,0.561608400885452,-0.940826228990635,0.684532508129939,-0.150921772183983,-0.067218638668142,-0.0177007102521349,0.404032697097997,0.196160189900839,0.00952750813299996,1.2011892505125,-0.202115511246566
"NGC_6352",1.13067064144359,-0.285511194997214,-0.524953877269772,-0.523797082317057,2.38614079692601,0.433722198567903,-0.324804693732754,-0.531041995904915,-0.337503284261156,-0.0811435209152764,-0.217945327700564,-0.666197913085686,-0.655300320358558,-0.794418443704032,-0.588604736997918,-0.0286491753441454,-0.4906666688495,-0.427729751566259,-0.0934962808544922
"Ter_2",1.22937286601101,0.0601476519757503,-0.356247635076207,-0.618837779340617,1.63708800284534,1.4425380718192,-0.545240012194041,-0.904994141353075,0.00415915609455565,-1.26320724451889,0.620069805570617,-0.666197913085686,-0.648462161269134,0.992032343235332,1.39667013119391,0.795651830554132,1.543456317546,1.52697305092825,0.703044742020713
"NGC_6366",-1.00904785234997,0.562193376860373,-0.653964533064851,-0.428756385293497,1.26256160580501,0.568230981668076,-0.0382387797330805,-0.525737710153877,-1.23661496940776,0.563618510141242,-0.604721543056493,-0.752077269902637,-0.79890166123645,-0.600239010341058,0.404032697097997,0.271096644982501,-0.257242719590999,1.2011892505125,0.847870382543478
"NGC_6362",1.02560907891746,-0.66588208262814,-0.470372445971854,-0.424004350442319,1.26256160580501,-0.104312933832787,0.182196538728207,-0.151785564705716,-1.41643730643708,0.993459864178922,-0.540258840497171,-0.408559842634835,-0.518537138570089,-0.755582557031437,-0.588604736997918,-0.178522085507468,-0.690744339642499,-0.753513551982011,0.0151229495375809
